Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2020-10-6/15:32:25,brain_tumor2,1,0,0,1,CFS,C4.5,20,100,0,0,1,0,0,0,0,20,1,0,1,1,1,1,1,1,7,43.75,9,56.25,0.26,0.28,0.53,75,122.47,16,0.44,0.18,0.63,0.44,0.41,0.31,0.63,0.4,104
2020-10-6/15:32:27,brain_tumor2,1,0,0,1,CFS,IB1,20,100,0,0,1,0.06,0.07,16.67,16.67,20,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.51,0.22,0.4,58.33,92.8,16,0.63,0.11,0.82,0.63,0.61,0.57,0.76,0.57,104
2020-10-6/15:32:26,brain_tumor2,1,0,0,1,CFS,Naive-Bayes,20,100,0,0,1,0,0,0,0,20,1,0,1,1,1,1,1,1,5,31.25,11,68.75,0.15,0.34,0.59,91.67,135.4,16,0.31,0.16,NaN,0.31,NaN,NaN,0.73,0.57,104
2020-10-6/15:32:28,brain_tumor2,1,0,0,1,CFS,SVM,20,100,0,0,1,0.25,0.31,66.67,71.75,20,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.43,0.3,0.39,80.56,88.98,16,0.56,0.13,0.74,0.56,0.52,0.46,0.82,0.58,104
2020-10-6/15:18:25,brain_tumor2,1,0,0,1,None,C4.5,20,100,0,0,1,0,0,0,0,20,1,0,1,1,1,1,1,1,7,43.75,9,56.25,0.25,0.28,0.53,75,122.47,16,0.44,0.18,0.48,0.44,0.42,0.26,0.63,0.37,10368
2020-10-6/15:18:59,brain_tumor2,1,0,0,1,None,IB1,20,100,0,0,1,0.06,0.07,16.67,16.67,20,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.41,0.24,0.43,65.28,100,16,0.56,0.13,0.67,0.56,0.55,0.47,0.71,0.49,10368
2020-10-6/15:18:58,brain_tumor2,1,0,0,1,None,Naive-Bayes,20,100,0,0,1,0,0,0,0,20,1,0,1,1,1,1,1,1,8,50,8,50,0.34,0.25,0.5,66.67,115.47,16,0.5,0.14,0.75,0.5,0.52,0.44,0.68,0.48,10368
2020-10-6/15:19:31,brain_tumor2,1,0,0,1,None,SVM,20,100,0,0,1,0.25,0.31,66.67,72.01,20,1,0,1,1,1,1,1,1,8,50,8,50,0.34,0.29,0.37,77.78,86.07,16,0.5,0.14,0.65,0.5,0.5,0.4,0.85,0.57,10368
2020-9-29/13:14:21,brain_tumor2,1,20,0,0,CFS,C4.5,34,100,0,0,1,0,0,0,0,34,1,0,1,1,1,1,1,1,5,31.25,11,68.75,0.05,0.34,0.59,92.48,135.9,16,0.31,0.24,0.33,0.31,0.32,0.07,0.54,0.31,97
2020-9-29/13:14:23,brain_tumor2,1,20,0,0,CFS,IB1,34,100,0,0,1,0.04,0.05,10.65,10.59,34,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.49,0.21,0.41,55.75,95.53,16,0.63,0.11,0.73,0.63,0.62,0.55,0.76,0.54,97
2020-9-29/13:14:22,brain_tumor2,1,20,0,0,CFS,Naive-Bayes,34,100,0,0,1,0,0,0,0,34,1,0,1,1,1,1,1,1,11,68.75,5,31.25,0.58,0.16,0.4,42.17,91.63,16,0.69,0.09,0.75,0.69,0.68,0.61,0.8,0.68,97
2020-9-29/13:14:24,brain_tumor2,1,20,0,0,CFS,SVM,34,100,0,0,1,0.25,0.31,67.43,72.46,34,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.5,0.28,0.36,75.66,83.08,16,0.63,0.11,0.75,0.63,0.6,0.55,0.89,0.65,97
2020-9-29/13:5:44,brain_tumor2,1,20,0,0,None,C4.5,34,100,0,0,1,0,0,0,0,34,1,0,1,1,1,1,1,1,8,50,8,50,0.3,0.25,0.5,67.26,115.9,16,0.5,0.22,0.55,0.5,0.51,0.31,0.64,0.45,10368
2020-9-29/13:6:18,brain_tumor2,1,20,0,0,None,IB1,34,100,0,0,1,0.04,0.05,10.65,10.59,34,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.48,0.21,0.41,55.75,95.53,16,0.63,0.14,0.7,0.63,0.63,0.51,0.74,0.53,10368
2020-9-29/13:6:17,brain_tumor2,1,20,0,0,None,Naive-Bayes,34,100,0,0,1,0,0,0,0,34,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.4,0.22,0.47,58.85,108.41,16,0.56,0.15,NaN,0.56,NaN,NaN,0.71,0.47,10368
2020-9-29/13:6:50,brain_tumor2,1,20,0,0,None,SVM,34,100,0,0,1,0.25,0.31,67.43,72.46,34,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.49,0.28,0.36,75.66,83.08,16,0.63,0.13,0.77,0.63,0.61,0.55,0.88,0.65,10368
2020-10-6/15:41:26,brain_tumor2,1,20,0,1,CFS,C4.5,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,4,25,12,75,0.01,0.38,0.61,99.39,140.46,16,0.25,0.23,0.27,0.25,0.21,0.01,0.51,0.3,88
2020-10-6/15:41:28,brain_tumor2,1,20,0,1,CFS,IB1,23,100,0,0,1,0.06,0.06,14.84,14.83,23,1,0,1,1,1,1,1,1,11,68.75,5,31.25,0.58,0.19,0.37,50,84.97,16,0.69,0.1,0.82,0.69,0.66,0.63,0.79,0.61,88
2020-10-6/15:41:27,brain_tumor2,1,20,0,1,CFS,Naive-Bayes,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,12,75,4,25,0.66,0.13,0.35,33.13,81.1,16,0.75,0.08,0.82,0.75,0.75,0.69,0.86,0.72,88
2020-10-6/15:41:29,brain_tumor2,1,20,0,1,CFS,SVM,23,100,0,0,1,0.25,0.31,66.77,72.07,23,1,0,1,1,1,1,1,1,12,75,4,25,0.66,0.27,0.34,71.78,78.81,16,0.75,0.08,0.84,0.75,0.74,0.7,0.93,0.75,88
2020-10-6/15:33:18,brain_tumor2,1,20,0,1,None,C4.5,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.41,0.22,0.47,57.98,107.28,16,0.56,0.16,0.61,0.56,0.52,0.42,0.7,0.49,10368
2020-10-6/15:33:52,brain_tumor2,1,20,0,1,None,IB1,23,100,0,0,1,0.06,0.06,14.84,14.83,23,1,0,1,1,1,1,1,1,8,50,8,50,0.33,0.27,0.47,71.17,106.87,16,0.5,0.17,0.76,0.5,0.47,0.42,0.67,0.46,10368
2020-10-6/15:33:51,brain_tumor2,1,20,0,1,None,Naive-Bayes,23,100,0,0,1,0,0,0,0,23,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.42,0.22,0.47,57.98,107.28,16,0.56,0.15,0.75,0.56,0.51,0.47,0.71,0.48,10368
2020-10-6/15:34:24,brain_tumor2,1,20,0,1,None,SVM,23,100,0,0,1,0.25,0.31,66.77,72.07,23,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.49,0.28,0.36,74.54,82.21,16,0.63,0.13,0.77,0.63,0.61,0.55,0.88,0.65,10368
2020-9-29/13:25:47,brain_tumor2,1,20,20,0,CFS,C4.5,36,100,0,0,1,0,0,0,0,36,1,0,1,1,1,1,1,1,5,31.25,11,68.75,0.05,0.34,0.59,92.44,135.4,16,0.31,0.24,0.33,0.31,0.32,0.07,0.54,0.31,115
2020-9-29/13:25:49,brain_tumor2,1,20,20,0,CFS,IB1,36,100,0,0,1,0.04,0.04,10.19,10.1,36,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.49,0.21,0.41,55.46,95.39,16,0.63,0.11,0.73,0.63,0.62,0.55,0.76,0.54,115
2020-9-29/13:25:48,brain_tumor2,1,20,20,0,CFS,Naive-Bayes,36,100,0,0,1,0,0,0,0,36,1,0,1,1,1,1,1,1,11,68.75,5,31.25,0.57,0.16,0.4,42.13,91.29,16,0.69,0.1,0.79,0.69,0.68,0.62,0.83,0.7,115
2020-9-29/13:25:50,brain_tumor2,1,20,20,0,CFS,SVM,36,100,0,0,1,0.25,0.31,67.92,72.75,36,1,0,1,1,1,1,1,1,11,68.75,5,31.25,0.58,0.28,0.35,74.23,81.08,16,0.69,0.1,0.82,0.69,0.66,0.63,0.9,0.7,115
2020-9-29/13:15:23,brain_tumor2,1,20,20,0,None,C4.5,36,100,0,0,1,0,0,0,0,36,1,0,1,1,1,1,1,1,8,50,8,50,0.3,0.25,0.5,67.23,115.47,16,0.5,0.22,0.55,0.5,0.51,0.31,0.64,0.45,10368
2020-9-29/13:15:58,brain_tumor2,1,20,20,0,None,IB1,36,100,0,0,1,0.04,0.04,10.19,10.1,36,1,0,1,1,1,1,1,1,11,68.75,5,31.25,0.57,0.18,0.38,47.9,87.18,16,0.69,0.1,0.81,0.69,0.69,0.63,0.79,0.61,10368
2020-9-29/13:15:56,brain_tumor2,1,20,20,0,None,Naive-Bayes,36,100,0,0,1,0,0,0,0,36,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.4,0.22,0.47,58.82,108.01,16,0.56,0.15,NaN,0.56,NaN,NaN,0.71,0.47,10368
2020-9-29/13:16:30,brain_tumor2,1,20,20,0,None,SVM,36,100,0,0,1,0.25,0.31,67.92,72.75,36,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.49,0.28,0.36,75.63,82.78,16,0.63,0.13,0.77,0.63,0.61,0.55,0.88,0.65,10368
2020-9-29/13:37:3,brain_tumor2,1,20,40,0,CFS,C4.5,38,100,0,0,1,0,0,0,0,38,1,0,1,1,1,1,1,1,8,50,8,50,0.3,0.25,0.5,67.2,114.86,16,0.5,0.16,0.52,0.5,0.5,0.35,0.67,0.45,131
2020-9-29/13:37:5,brain_tumor2,1,20,40,0,CFS,IB1,38,100,0,0,1,0.04,0.04,9.81,9.68,38,1,0,1,1,1,1,1,1,8,50,8,50,0.34,0.26,0.48,70.4,109.67,16,0.5,0.15,0.7,0.5,0.46,0.41,0.67,0.43,131
2020-9-29/13:37:5,brain_tumor2,1,20,40,0,CFS,Naive-Bayes,38,100,0,0,1,0,0,0,0,38,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.49,0.19,0.43,50.4,99.48,16,0.63,0.13,0.75,0.63,0.63,0.55,0.83,0.7,131
2020-9-29/13:37:7,brain_tumor2,1,20,40,0,CFS,SVM,38,100,0,0,1,0.25,0.31,68.67,73.19,38,1,0,1,1,1,1,1,1,10,62.5,6,37.5,0.5,0.28,0.36,75.6,82.34,16,0.63,0.13,0.81,0.63,0.57,0.55,0.88,0.67,131
2020-9-29/13:26:51,brain_tumor2,1,20,40,0,None,C4.5,38,100,0,0,1,0,0,0,0,38,1,0,1,1,1,1,1,1,8,50,8,50,0.3,0.25,0.5,67.2,114.86,16,0.5,0.22,0.55,0.5,0.51,0.31,0.64,0.45,10368
2020-9-29/13:27:26,brain_tumor2,1,20,40,0,None,IB1,38,100,0,0,1,0.04,0.04,9.81,9.68,38,1,0,1,1,1,1,1,1,11,68.75,5,31.25,0.57,0.18,0.38,47.6,86.89,16,0.69,0.1,0.81,0.69,0.69,0.63,0.79,0.61,10368
2020-9-29/13:27:24,brain_tumor2,1,20,40,0,None,Naive-Bayes,38,100,0,0,1,0,0,0,0,38,1,0,1,1,1,1,1,1,9,56.25,7,43.75,0.4,0.22,0.47,58.8,107.45,16,0.56,0.15,NaN,0.56,NaN,NaN,0.71,0.47,10368
